School Name_x,State Name,County Name,City,ZIP,School Type,Charter School,Magnet School,Urban-centric Locale,Title I Eligible,Total Students,FRL,American Indian/Alaska Native,Asian,Hispanic,Black,White,Other,Multi-Race,Pupil/Teacher Ratio,Percentage of FRL,Percentage of American Indian/Alaska Native,Percentage of Asian,Percentage of Hispanic,Percentage of Black,Percentage of White,Percentage of Other,Percentage of Multi-Race,DBN,Latitude,Longitude,School Name_y,Impact Score,Performance Score
FOREST HILLS HIGH SCHOOL,NEW YORK,Queens County,FOREST HILLS,11375.0,Public,0,0,11-City: Large,0,3841,2371,30.0,956.0,1296.0,344.0,1130.0,0.0,85.0,20.89,61.728716480083314,0.7810466024472794,24.88935173131997,33.74121322572247,8.95600104139547,29.41942202551419,0.0,2.2129653736006247,28Q440,40.729752,-73.845034,Forest Hills High School,0.6,0.64
FORSYTHE SATELLITE ACADEMY,NEW YORK,New York County,NEW YORK,10002.0,Public,0,0,11-City: Large,1,186,128,0.0,3.0,108.0,72.0,2.0,0.0,1.0,14.36,68.81720430107528,0.0,1.6129032258064515,58.06451612903226,38.70967741935484,1.0752688172043012,0.0,0.5376344086021506,01M458,40.722406,-73.990609,Forsyth Satellite Academy,0.49,0.5
FORT GREEN PREPARATORY ACADEMY,NEW YORK,Kings County,BROOKLYN,11205.0,Public,0,0,11-City: Large,1,243,173,2.0,6.0,69.0,156.0,9.0,0.0,1.0,11.68,71.19341563786008,0.823045267489712,2.4691358024691357,28.39506172839506,64.19753086419753,3.7037037037037033,0.0,0.411522633744856,13K691,40.69451,-73.971641,Fort Greene Preparatory Academy,0.42,0.46
FORT HAMILTON HIGH SCHOOL,NEW YORK,Kings County,BROOKLYN,11209.0,Public,0,0,11-City: Large,0,4398,3001,6.0,1239.0,1332.0,205.0,1513.0,0.0,103.0,20.67,68.2355616189177,0.1364256480218281,28.171896316507507,30.286493860845837,4.661209640745794,34.40200090950432,0.0,2.341973624374716,20K490,40.627408,-74.038923,Fort Hamilton High School,0.52,0.59
FORT HILL COLLABORATIVE ELEMENTARY SCHOOL,NEW YORK,Richmond County,STATEN ISLAND,10301.0,Public,0,0,11-City: Large,1,93,86,1.0,10.0,50.0,27.0,5.0,0.0,0.0,10.4,92.47311827956989,1.0752688172043012,10.75268817204301,53.76344086021505,29.03225806451613,5.376344086021505,0.0,0.0,31R010,40.63964,-74.079601,Fort Hill Collaborative Elementary School,0.6,0.43
FOUNDATIONS ACADEMY,NEW YORK,Kings County,BROOKLYN,11206.0,Public,0,0,11-City: Large,1,74,58,0.0,1.0,20.0,53.0,0.0,0.0,0.0,6.68,78.37837837837837,0.0,1.3513513513513513,27.027027027027028,71.62162162162163,0.0,0.0,0.0,,,,,,
FRANCES PERKINS ACADEMY,NEW YORK,Kings County,BROOKLYN,11222.0,Public,0,0,11-City: Large,1,114,103,2.0,2.0,34.0,70.0,4.0,0.0,2.0,8.2,90.35087719298247,1.7543859649122806,1.7543859649122806,29.82456140350877,61.40350877192983,3.508771929824561,0.0,1.7543859649122806,,,,,,
FRANCIS LEWIS HIGH SCHOOL,NEW YORK,Queens County,FRESH MEADOWS,11365.0,Public,0,0,11-City: Large,1,4290,3122,30.0,2317.0,969.0,297.0,642.0,0.0,35.0,21.03,72.77389277389278,0.6993006993006993,54.00932400932401,22.587412587412587,6.923076923076923,14.965034965034965,0.0,0.8158508158508158,26Q430,40.740619,-73.79346,Francis Lewis High School,0.67,0.73
FRANK MCCOURT HIGH SCHOOL,NEW YORK,New York County,NEW YORK,10024.0,Public,0,0,11-City: Large,0,388,186,2.0,27.0,159.0,71.0,113.0,0.0,16.0,15.11,47.93814432989691,0.5154639175257731,6.958762886597938,40.97938144329897,18.298969072164947,29.12371134020619,0.0,4.123711340206185,03M417,40.785961,-73.974053,Frank McCourt High School,0.44,0.59
FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,NEW YORK,Queens County,LONG ISLAND CITY,11106.0,Public,0,0,11-City: Large,0,830,341,4.0,92.0,278.0,114.0,292.0,0.0,50.0,17.88,41.08433734939759,0.48192771084337355,11.08433734939759,33.49397590361446,13.734939759036143,35.18072289156626,0.0,6.024096385542169,30Q501,40.756148,-73.925093,Frank Sinatra School of the Arts High School,0.67,0.79
FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,NEW YORK,Kings County,BROOKLYN,11204.0,Public,0,0,11-City: Large,1,3176,2467,13.0,1214.0,970.0,370.0,607.0,0.0,2.0,17.65,77.67632241813602,0.4093198992443325,38.224181360201506,30.54156171284635,11.649874055415617,19.112090680100753,0.0,0.06297229219143577,20K505,40.621201,-73.98263,Franklin Delano Roosevelt High School,0.36,0.38
FREDERICK DOUGLASS ACADEMY,NEW YORK,New York County,NEW YORK,10039.0,Public,0,0,11-City: Large,1,1409,1012,4.0,22.0,322.0,995.0,26.0,0.0,40.0,16.69,71.82398864442867,0.28388928317955997,1.5613910574875798,22.853087295954577,70.61745919091554,1.8452803406671399,0.0,2.8388928317955995,05M499,40.823966,-73.935757,Frederick Douglass Academy,0.42,0.28
FREDERICK DOUGLASS ACADEMY,NEW YORK,New York County,NEW YORK,10039.0,Public,0,0,11-City: Large,1,1409,1012,4.0,22.0,322.0,995.0,26.0,0.0,40.0,16.69,71.82398864442867,0.28388928317955997,1.5613910574875798,22.853087295954577,70.61745919091554,1.8452803406671399,0.0,2.8388928317955995,05M499,40.823966,-73.935757,Frederick Douglass Academy,0.39,0.44
FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,NEW YORK,New York County,NEW YORK,10026.0,Public,0,0,11-City: Large,1,389,258,2.0,7.0,110.0,261.0,5.0,0.0,4.0,12.36,66.32390745501286,0.5141388174807198,1.7994858611825193,28.277634961439592,67.09511568123393,1.2853470437017995,0.0,1.0282776349614395,03M860,40.802573,-73.9541,Frederick Douglass Academy II Secondary School,0.42,0.3
FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,NEW YORK,New York County,NEW YORK,10026.0,Public,0,0,11-City: Large,1,389,258,2.0,7.0,110.0,261.0,5.0,0.0,4.0,12.36,66.32390745501286,0.5141388174807198,1.7994858611825193,28.277634961439592,67.09511568123393,1.2853470437017995,0.0,1.0282776349614395,03M860,40.802573,-73.9541,Frederick Douglass Academy II Secondary School,0.29,0.37
FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,NEW YORK,Bronx County,BRONX,10456.0,Public,0,0,11-City: Large,1,414,345,1.0,1.0,212.0,186.0,10.0,0.0,4.0,14.01,83.33333333333334,0.24154589371980675,0.24154589371980675,51.20772946859904,44.927536231884055,2.4154589371980677,0.0,0.966183574879227,09X517,40.833693,-73.903986,Frederick Douglass Academy III Secondary School,0.64,0.49
FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,NEW YORK,Kings County,BROOKLYN,11221.0,Public,0,0,11-City: Large,1,80,67,0.0,0.0,13.0,67.0,0.0,0.0,0.0,10.03,83.75,0.0,0.0,16.25,83.75,0.0,0.0,0.0,03M860,40.691907,-73.931465,Frederick Douglass Academy II Secondary School,0.42,0.3
FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,NEW YORK,Kings County,BROOKLYN,11221.0,Public,0,0,11-City: Large,1,80,67,0.0,0.0,13.0,67.0,0.0,0.0,0.0,10.03,83.75,0.0,0.0,16.25,83.75,0.0,0.0,0.0,03M860,40.691907,-73.931465,Frederick Douglass Academy II Secondary School,0.29,0.37
FREDERICK DOUGLASS ACADEMY V MIDDLE SCHOOL,NEW YORK,Bronx County,BRONX,10457.0,Public,0,0,11-City: Large,1,273,230,1.0,4.0,184.0,80.0,4.0,0.0,0.0,13.7,84.24908424908425,0.3663003663003663,1.465201465201465,67.3992673992674,29.304029304029307,1.465201465201465,0.0,0.0,12X273,40.84868,-73.888943,Frederick Douglass Academy V. Middle School,0.57,0.41
FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,NEW YORK,Queens County,FAR ROCKAWAY,11691.0,Public,0,0,11-City: Large,1,375,289,3.0,5.0,132.0,231.0,3.0,0.0,1.0,16.68,77.06666666666668,0.8,1.3333333333333335,35.199999999999996,61.6,0.8,0.0,0.26666666666666666,27Q260,40.601847,-73.763457,Frederick Douglass Academy VI High School,0.42,0.26
FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,NEW YORK,Kings County,BROOKLYN,11212.0,Public,0,0,11-City: Large,1,251,225,0.0,2.0,24.0,223.0,1.0,0.0,1.0,14.2,89.64143426294821,0.0,0.796812749003984,9.56175298804781,88.84462151394422,0.398406374501992,0.0,0.398406374501992,23K514,40.665506,-73.912094,Frederick Douglass Academy VII High School,0.55,0.56
FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,NEW YORK,Kings County,BROOKLYN,11239.0,Public,0,0,11-City: Large,1,309,232,0.0,16.0,70.0,223.0,0.0,0.0,0.0,13.55,75.08090614886731,0.0,5.177993527508091,22.653721682847898,72.168284789644,0.0,0.0,0.0,19K452,40.646797,-73.881812,Frederick Douglass Academy VIII Middle School,0.39,0.38
FRESH CREEK SCHOOL (THE),NEW YORK,Kings County,BROOKLYN,11207.0,Public,0,0,11-City: Large,1,255,237,2.0,2.0,57.0,191.0,3.0,0.0,0.0,13.48,92.94117647058823,0.7843137254901961,0.7843137254901961,22.35294117647059,74.90196078431373,1.1764705882352942,0.0,0.0,19K325,40.654136,-73.894362,The Fresh Creek School,0.61,0.56
FUTURE LEADERS INSTITUTE CHARTER SCHOOL,NEW YORK,New York County,NEW YORK,10027.0,Public,1,0,11-City: Large,1,389,0,0.0,3.0,57.0,326.0,2.0,0.0,1.0,13.4,0.0,0.0,0.7712082262210797,14.652956298200515,83.80462724935732,0.5141388174807198,0.0,0.2570694087403599,84M861,40.806138,-73.948568,Future Leaders Institute Charter School,0.49,0.38
GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,NEW YORK,Richmond County,STATEN ISLAND,10314.0,Public,0,0,11-City: Large,0,467,216,0.0,17.0,83.0,57.0,291.0,0.0,19.0,14.53,46.25267665952891,0.0,3.640256959314775,17.77301927194861,12.205567451820128,62.31263383297645,0.0,4.068522483940043,31R064,40.58202,-74.159411,Gaynor McCown Expeditionary Learning School,0.61,0.69
GELLER HOUSE SCHOOL,NEW YORK,Richmond County,STATEN ISLAND,10305.0,Public,0,0,11-City: Large,1,22,19,0.0,0.0,5.0,14.0,3.0,0.0,0.0,22.92,86.36363636363636,0.0,0.0,22.727272727272727,63.63636363636363,13.636363636363635,0.0,0.0,,,,,,
GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,NEW YORK,Queens County,SPRINGFIELD GARDENS,11413.0,Public,0,0,11-City: Large,1,494,362,4.0,44.0,56.0,379.0,4.0,0.0,7.0,18.71,73.27935222672065,0.8097165991902834,8.906882591093117,11.336032388663968,76.72064777327935,0.8097165991902834,0.0,1.417004048582996,29Q272,40.66844,-73.757796,George Washington Carver High School for the Sciences,0.29,0.32
GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCHOOL,NEW YORK,Kings County,BROOKLYN,11201.0,Public,0,0,11-City: Large,1,613,481,3.0,16.0,127.0,449.0,16.0,0.0,2.0,18.56,78.46655791190864,0.48939641109298526,2.6101141924959217,20.717781402936378,73.2463295269168,2.6101141924959217,0.0,0.3262642740619902,13K605,40.69543,-73.986101,George Westinghouse Career and Technical Education High School,0.4,0.44
GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,NEW YORK,New York County,NEW YORK,10002.0,Public,1,0,11-City: Large,1,602,0,4.0,11.0,299.0,268.0,11.0,0.0,9.0,12.38,0.0,0.6644518272425249,1.8272425249169437,49.667774086378735,44.518272425249165,1.8272425249169437,0.0,1.495016611295681,84M330,40.719714,-73.977508,Girls Preparatory Charter School of New York,0.58,0.55
GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,NEW YORK,Bronx County,BRONX,10455.0,Public,1,0,11-City: Large,1,674,0,2.0,2.0,432.0,226.0,5.0,0.0,7.0,13.95,0.0,0.2967359050445104,0.2967359050445104,64.09495548961425,33.531157270029674,0.741839762611276,0.0,1.0385756676557862,84X487,40.815787,-73.90165,Girls Preparatory Charter School of the Bronx,0.62,0.51
GLOBAL COMMUNITY CHARTER SCHOOL,NEW YORK,New York County,NEW YORK,10037.0,Public,1,0,11-City: Large,1,367,0,2.0,3.0,251.0,103.0,5.0,0.0,3.0,13.25,0.0,0.544959128065395,0.8174386920980926,68.39237057220708,28.065395095367844,1.3623978201634876,0.0,0.8174386920980926,84M085,40.816803,-73.934751,Global Community Charter School,0.5,0.44
GLOBAL LEARNING COLLABORATIVE (THE),NEW YORK,New York County,NEW YORK,10024.0,Public,0,0,11-City: Large,1,457,383,1.0,10.0,314.0,106.0,21.0,0.0,5.0,16.95,83.80743982494529,0.2188183807439825,2.1881838074398248,68.7089715536105,23.194748358862142,4.595185995623632,0.0,1.0940919037199124,03M403,40.785961,-73.974053,The Global Learning Collaborative,0.42,0.46
GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,NEW YORK,New York County,NEW YORK,10035.0,Public,0,0,11-City: Large,1,109,105,0.0,4.0,68.0,31.0,6.0,0.0,0.0,7.29,96.3302752293578,0.0,3.669724770642202,62.38532110091744,28.440366972477065,5.5045871559633035,0.0,0.0,,,,,,
GLOBAL TECHNOLOGY PREPARATORY,NEW YORK,New York County,NEW YORK,10035.0,Public,0,0,11-City: Large,1,157,121,0.0,4.0,89.0,63.0,1.0,0.0,0.0,9.24,77.07006369426752,0.0,2.547770700636943,56.68789808917197,40.12738853503185,0.6369426751592357,0.0,0.0,04M406,40.800776,-73.939352,,,
GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH,NEW YORK,Bronx County,BRONX,10467.0,Public,0,0,11-City: Large,1,194,181,4.0,5.0,55.0,126.0,4.0,0.0,0.0,10.85,93.29896907216495,2.0618556701030926,2.5773195876288657,28.350515463917525,64.94845360824742,2.0618556701030926,0.0,0.0,,,,,,
GOLDIE MAPLE ACADEMY,NEW YORK,Queens County,ARVERNE,11692.0,Public,0,0,11-City: Large,1,529,389,25.0,22.0,94.0,371.0,15.0,0.0,2.0,14.35,73.53497164461248,4.725897920604915,4.158790170132325,17.76937618147448,70.13232514177695,2.835538752362949,0.0,0.3780718336483932,27Q333,40.590935,-73.786658,Goldie Maple Academy,0.35,0.21
GORDON PARKS SCHOOL (THE),NEW YORK,Queens County,ROSEDALE,11422.0,Public,0,0,11-City: Large,0,679,401,4.0,5.0,12.0,656.0,0.0,0.0,2.0,15.18,59.057437407952875,0.5891016200294551,0.7363770250368188,1.7673048600883652,96.61266568483063,0.0,0.0,0.29455081001472755,29Q270,40.67508,-73.73664,The Gordon Parks School,0.33,0.42
GOTHAM COLLABORATIVE HIGH SCHOOL,NEW YORK,Bronx County,BRONX,10473.0,Public,0,0,11-City: Large,1,319,225,1.0,10.0,204.0,99.0,3.0,0.0,2.0,15.5,70.53291536050156,0.3134796238244514,3.1347962382445136,63.94984326018809,31.03448275862069,0.9404388714733543,0.0,0.6269592476489028,08X452,40.821968,-73.855834,Gotham Collaborative High School,0.51,0.45
GOTHAM PROFESSIONAL ARTS ACADEMY,NEW YORK,Kings County,BROOKLYN,11233.0,Public,0,0,11-City: Large,1,198,132,2.0,0.0,29.0,163.0,1.0,0.0,3.0,13.23,66.66666666666666,1.0101010101010102,0.0,14.646464646464647,82.32323232323232,0.5050505050505051,0.0,1.5151515151515151,16K594,40.680155,-73.921868,,,
GRAMERCY ARTS HIGH SCHOOL,NEW YORK,New York County,NEW YORK,10003.0,Public,0,0,11-City: Large,1,529,384,4.0,22.0,226.0,219.0,30.0,0.0,28.0,14.81,72.5897920604915,0.7561436672967864,4.158790170132325,42.722117202268436,41.39886578449906,5.671077504725898,0.0,5.293005671077505,02M374,40.735504,-73.987439,Gramercy Arts High School,0.68,0.65
GRAND CONCOURSE ACADEMY CHARTER SCHOOL,NEW YORK,Bronx County,BRONX,10465.0,Public,1,0,11-City: Large,1,485,0,3.0,17.0,258.0,196.0,10.0,0.0,1.0,13.48,0.0,0.6185567010309279,3.5051546391752577,53.1958762886598,40.41237113402062,2.0618556701030926,0.0,0.2061855670103093,,,,,,
GRANT AVENUE ELEMENTARY SCHOOL,NEW YORK,Bronx County,BRONX,10456.0,Public,0,0,11-City: Large,1,457,438,4.0,24.0,283.0,139.0,6.0,0.0,1.0,12.4,95.84245076586433,0.87527352297593,5.25164113785558,61.925601750547045,30.41575492341357,1.312910284463895,0.0,0.2188183807439825,09X449,40.828212,-73.91758,Grant Avenue Elementary School,0.45,0.29
GREAT OAKS CHARTER SCHOOL,NEW YORK,New York County,NEW YORK,10002.0,Public,1,0,11-City: Large,1,212,0,0.0,46.0,111.0,50.0,4.0,0.0,1.0,33.44,0.0,0.0,21.69811320754717,52.358490566037744,23.58490566037736,1.8867924528301887,0.0,0.4716981132075472,84M202,40.719909,-73.991729,Great Oaks Charter School,0.57,0.48
GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHEMATICS,NEW YORK,New York County,NEW YORK,10032.0,Public,0,0,11-City: Large,1,501,494,0.0,0.0,500.0,0.0,0.0,0.0,1.0,17.89,98.60279441117764,0.0,0.0,99.8003992015968,0.0,0.0,0.0,0.19960079840319359,06M552,40.838357,-73.938552,Gregorio Luperon High School for Science and Mathematics,0.74,0.47
GREGORY JOCKO JACKSON-SPORTS-ARTS,NEW YORK,Kings County,BROOKLYN,11212.0,Public,0,0,11-City: Large,1,534,476,1.0,1.0,162.0,367.0,3.0,0.0,0.0,13.78,89.13857677902621,0.18726591760299627,0.18726591760299627,30.337078651685395,68.72659176029963,0.5617977528089888,0.0,0.0,,,,,,
GROVER CLEVELAND HIGH SCHOOL,NEW YORK,Queens County,RIDGEWOOD,11385.0,Public,0,0,11-City: Large,1,1722,1190,8.0,167.0,1111.0,91.0,324.0,0.0,21.0,16.59,69.10569105691057,0.4645760743321719,9.698025551684088,64.51800232288038,5.284552845528456,18.81533101045296,0.0,1.2195121951219512,24Q485,40.711573,-73.908971,Grover Cleveland High School,0.45,0.42
GROWING UP GREEN CHARTER SCHOOL,NEW YORK,Queens County,LONG ISLAND CITY,11101.0,Public,1,0,11-City: Large,1,706,0,6.0,110.0,253.0,85.0,222.0,0.0,30.0,0.0,0.0,0.84985835694051,15.58073654390935,35.8356940509915,12.039660056657224,31.444759206798867,0.0,4.2492917847025495,84Q321,40.753052,-73.935773,Growing Up Green Charter School,0.4,0.42
HAMILTON GRANGE MIDDLE SCHOOL,NEW YORK,New York County,NEW YORK,10031.0,Public,0,0,11-City: Large,1,164,141,1.0,1.0,138.0,19.0,5.0,0.0,0.0,14.9,85.97560975609755,0.6097560975609756,0.6097560975609756,84.14634146341463,11.585365853658537,3.048780487804878,0.0,0.0,06M209,40.82092,-73.953061,Hamilton Grange Middle School,0.37,0.38
HAMILTON HEIGHTS SCHOOL,NEW YORK,New York County,NEW YORK,10031.0,Public,0,0,11-City: Large,1,218,168,2.0,11.0,125.0,45.0,31.0,0.0,4.0,12.78,77.06422018348624,0.9174311926605505,5.045871559633028,57.3394495412844,20.642201834862387,14.220183486238533,0.0,1.834862385321101,06M368,40.826364,-73.947212,The William Lynch School,0.53,0.47
HARBOR HEIGHTS,NEW YORK,New York County,NEW YORK,10033.0,Public,0,0,11-City: Large,1,132,120,0.0,0.0,132.0,0.0,0.0,0.0,0.0,12.01,90.9090909090909,0.0,0.0,100.0,0.0,0.0,0.0,0.0,06M349,40.84549,-73.939781,,,
HARBOR SCIENCE AND ARTS CHARTER SCHOOL,NEW YORK,New York County,NEW YORK,10029.0,Public,1,0,11-City: Large,1,253,0,4.0,7.0,95.0,141.0,4.0,0.0,2.0,17.99,0.0,1.5810276679841897,2.766798418972332,37.54940711462451,55.73122529644269,1.5810276679841897,0.0,0.7905138339920948,84M704,40.79554,-73.944543,Harbor Science and Arts Charter School,0.53,0.38
HARBOR VIEW SCHOOL (THE),NEW YORK,Richmond County,STATEN ISLAND,10301.0,Public,0,0,11-City: Large,1,187,116,1.0,3.0,73.0,79.0,21.0,0.0,10.0,12.43,62.03208556149733,0.53475935828877,1.6042780748663104,39.037433155080215,42.24598930481284,11.229946524064172,0.0,5.347593582887701,31R059,40.64766,-74.083821,The Harbor View School,0.4,0.42
